contrast_id,col_a,col_b,condition,pair_id,source_idx,target_idx,patch_layer,base_prediction,patched_prediction,delta_wsr_predicted,delta_activation_norm,base_source,elapsed_seconds
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,14,443,158,19,0.11546010464237658,0.07540614044141675,-0.04005396420095983,125.26967707387328,live_unpatched_same_model,1.2359059000154957
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,15,405,275,19,-0.05655518192974456,-0.06639280801943293,-0.009837626089688363,99.42145545075518,live_unpatched_same_model,1.2512723000254482
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,1,285,58,19,-0.0026037768383252906,-0.062330568083363694,-0.0597267912450384,92.33618755226313,live_unpatched_same_model,1.2470663000131026
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,2,356,353,19,-0.0354021398483365,0.0014184270119957782,0.03682056686033228,103.7761256383313,live_unpatched_same_model,1.2496919999830425
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,3,312,68,19,-0.0009118632246602071,0.012120531118667495,0.013032394343327702,81.83499288188969,live_unpatched_same_model,1.9287790999514982
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,4,380,141,19,-0.09213574437727069,-0.017766777073528056,0.07436896730374264,121.63942769550891,live_unpatched_same_model,1.2360334999975748
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,5,115,325,19,-0.016781453233939113,0.013958444641263832,0.030739897875202947,75.2934737448407,live_unpatched_same_model,1.9287935000029393
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,6,426,233,19,-0.00858983936267286,0.17644033467479633,0.18503017403746919,106.00852019262915,live_unpatched_same_model,1.2447114000096917
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,7,414,173,19,-0.06435705941284088,-0.11384454148363334,-0.049487482070792455,119.77898732686005,live_unpatched_same_model,1.2467049999977462
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,8,49,410,19,-0.09487298787863171,0.2054768930037897,0.3003498808824214,121.84149126255264,live_unpatched_same_model,1.2381121999933384
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,9,461,282,19,-0.06634792542575993,-0.09973927490427076,-0.03339134947851083,87.11634599292817,live_unpatched_same_model,1.2520433000172488
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,10,220,185,19,0.11855998718422045,0.12440113305969834,0.0058411458754778905,109.8374558747738,live_unpatched_same_model,1.2418412000406533
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,11,71,162,19,-0.03151115968509435,-0.0664415661768426,-0.03493040649174825,92.99938426825413,live_unpatched_same_model,1.2558469999930821
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,12,91,196,19,-0.011764217540985307,0.11264220853360246,0.12440642607458777,118.89436809422403,live_unpatched_same_model,1.238539700047113
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,13,329,133,19,-0.037517645131293895,-0.16634117100585202,-0.12882352587455814,94.622952507292,live_unpatched_same_model,1.2425915999920107
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,14,453,463,19,-0.05330085670816353,-0.004917964150050081,0.04838289255811345,120.40012307241142,live_unpatched_same_model,1.2594386000419036
final_decision_continuous__minus__confidence_continuous,final_decision_continuous,confidence_continuous,main,15,213,94,19,-0.08378090961704836,0.0035675550206427367,0.0873484646376911,110.34334027190734,live_unpatched_same_model,1.2410230000386946
